Accident_Index,Long,Lat,Accident_Severity,Severity_ctx,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Day_ctx,Time,Speed_limit,Light_Conditions,Light_ctx,Weather_Conditions,Road_Surface_Conditions
201501CW10118,-0.155934,51.51324,1,Slight,2,1,03/02/2015,3,Tuesday,18:23:00,30,4,Dark - Lights Lit,1,1
201501CW10297,-0.15704,51.51083,1,Slight,2,1,17/03/2015,3,Tuesday,00:30:00,30,4,Dark - Lights Lit,1,1
201501EK41168,-0.157583,51.540244,1,Slight,2,1,29/12/2015,3,Tuesday,17:52:00,30,4,Dark - Lights Lit,1,2
201501CW11070,-0.158988,51.512569,1,Slight,1,1,21/07/2015,3,Tuesday,19:36:00,30,4,Dark - Lights Lit,1,1
201501BS70577,-0.16022,51.492715,1,Slight,2,1,06/10/2015,3,Tuesday,04:46:00,30,4,Dark - Lights Lit,1,1
201501CW11508,-0.161382,51.513955,1,Slight,1,1,29/09/2015,3,Tuesday,19:40:00,30,4,Dark - Lights Lit,1,1
201501CW10010,-0.161864,51.516301,1,Slight,2,1,13/01/2015,3,Tuesday,16:25:00,30,4,Dark - Lights Lit,1,1
201501CW10150,-0.163749,51.501673,1,Slight,2,1,10/02/2015,3,Tuesday,20:37:00,30,4,Dark - Lights Lit,1,1
201501CW10300,-0.165291,51.527865,1,Slight,2,1,03/03/2015,3,Tuesday,22:50:00,30,4,Dark - Lights Lit,1,1
201501WW50793,-0.165505,51.479489,1,Slight,2,1,08/09/2015,3,Tuesday,22:45:00,30,4,Dark - Lights Lit,1,1
201501CW10841,-0.165864,51.52077,1,Slight,2,1,19/05/2015,3,Tuesday,20:10:00,30,4,Dark - Lights Lit,1,1
201501BS70107,-0.16662,51.487599,1,Slight,2,1,03/03/2015,3,Tuesday,21:01:00,30,4,Dark - Lights Lit,1,2
201501CW10208,-0.168226,51.530159,1,Slight,2,1,10/02/2015,3,Tuesday,18:00:00,30,4,Dark - Lights Lit,1,1
201501BS70431,-0.168401,51.497069,1,Slight,2,1,28/07/2015,3,Tuesday,19:32:00,30,4,Dark - Lights Lit,1,1
201501CW10042,-0.168946,51.537364,1,Slight,2,1,20/01/2015,3,Tuesday,22:30:00,30,4,Dark - Lights Lit,1,2
201501CW10464,-0.170085,51.519757,1,Slight,2,1,06/01/2015,3,Tuesday,18:50:00,30,4,Dark - Lights Lit,1,1
201501BS70065,-0.170251,51.486847,1,Slight,2,1,10/02/2015,3,Tuesday,20:40:00,30,4,Dark - Lights Lit,1,1
201501CW11944,-0.170773,51.531368,1,Slight,1,1,22/12/2015,3,Tuesday,18:30:00,30,4,Dark - Lights Lit,5,2
201501BS70706,-0.170834,51.486676,1,Slight,2,1,24/11/2015,3,Tuesday,22:40:00,30,4,Dark - Lights Lit,1,1
201501CW11770,-0.173003,51.533291,1,Slight,2,1,24/11/2015,3,Tuesday,17:24:00,30,4,Dark - Lights Lit,1,2
201501CW11723,-0.173006,51.533201,1,Slight,2,1,17/11/2015,3,Tuesday,21:15:00,30,4,Dark - Lights Lit,5,4
201501BS70694,-0.173173,51.485813,1,Slight,2,1,17/11/2015,3,Tuesday,06:30:00,30,4,Dark - Lights Lit,2,2
201501BS70360,-0.173689,51.501738,1,Slight,2,1,30/06/2015,3,Tuesday,01:11:00,30,4,Dark - Lights Lit,1,1
201501BS70116,-0.173755,51.482045,1,Slight,2,1,10/03/2015,3,Tuesday,19:30:00,30,4,Dark - Lights Lit,1,1
201501BS70160,-0.17499,51.483593,1,Slight,1,1,31/03/2015,3,Tuesday,21:36:00,30,4,Dark - Lights Lit,1,1
201501CW11816,-0.176674,51.513565,1,Slight,2,1,01/12/2015,3,Tuesday,21:28:00,30,4,Dark - Lights Lit,1,1
201501CW11864,-0.177238,51.524724,1,Slight,2,1,08/12/2015,3,Tuesday,17:12:00,30,4,Dark - Lights Lit,1,1
201501BS70673,-0.17858,51.480232,1,Slight,2,1,10/11/2015,3,Tuesday,18:00:00,30,4,Dark - Lights Lit,1,1
201501BS70690,-0.179172,51.487076,1,Slight,2,1,10/11/2015,3,Tuesday,18:50:00,30,4,Dark - Lights Lit,1,1
201501BS70081,-0.180503,51.486197,1,Slight,2,1,17/02/2015,3,Tuesday,17:48:00,30,4,Dark - Lights Lit,2,2
201501BS70743,-0.181469,51.480007,1,Slight,2,1,17/11/2015,3,Tuesday,18:00:00,30,4,Dark - Lights Lit,1,1
201501CW11728,-0.183484,51.527159,1,Slight,2,1,17/11/2015,3,Tuesday,17:18:00,30,4,Dark - Lights Lit,1,1
201501CW10672,-0.183948,51.537238,1,Slight,2,1,28/04/2015,3,Tuesday,21:45:00,30,4,Dark - Lights Lit,1,1
201501BS70193,-0.184191,51.484006,1,Slight,1,1,06/01/2015,3,Tuesday,18:30:00,30,4,Dark - Lights Lit,1,1
201501BS70254,-0.184331,51.484098,1,Slight,2,1,05/05/2015,3,Tuesday,20:45:00,30,4,Dark - Lights Lit,1,1
201501BS70623,-0.186404,51.482691,1,Slight,2,1,20/10/2015,3,Tuesday,19:30:00,30,4,Dark - Lights Lit,1,1
201501BS70188,-0.187454,51.481629,1,Slight,2,1,06/01/2015,3,Tuesday,16:28:00,30,4,Dark - Lights Lit,1,1
201501FH10379,-0.189762,51.477887,1,Slight,2,1,21/07/2015,3,Tuesday,19:30:00,30,4,Dark - Lights Lit,1,1
201501BS70417,-0.190314,51.489406,1,Slight,2,1,21/07/2015,3,Tuesday,20:40:00,30,4,Dark - Lights Lit,1,1
201501EK40079,-0.192231,51.539254,1,Slight,2,1,03/02/2015,3,Tuesday,22:05:00,30,4,Dark - Lights Lit,1,1
201501CW10415,-0.192534,51.509763,1,Slight,1,1,07/04/2015,3,Tuesday,01:37:00,30,4,Dark - Lights Lit,1,1
201501BS70118,-0.19279,51.488725,1,Slight,1,1,10/03/2015,3,Tuesday,23:35:00,30,4,Dark - Lights Lit,1,1
201501BS70027,-0.192941,51.488548,1,Slight,1,1,20/01/2015,3,Tuesday,17:20:00,30,4,Dark - Lights Lit,1,1
201501CW11339,-0.193277,51.512832,1,Slight,3,1,08/09/2015,3,Tuesday,00:05:00,30,4,Dark - Lights Lit,1,1
201501CW11669,-0.193356,51.518139,1,Slight,2,1,03/11/2015,3,Tuesday,17:45:00,30,4,Dark - Lights Lit,2,2
201501CW11183,-0.194165,51.523187,1,Slight,2,1,21/07/2015,3,Tuesday,22:50:00,30,4,Dark - Lights Lit,1,1
201501BS70765,-0.194468,51.497294,1,Slight,2,1,22/12/2015,3,Tuesday,18:10:00,30,4,Dark - Lights Lit,1,1
201501BS70451,-0.195302,51.494429,1,Slight,2,1,28/07/2015,3,Tuesday,19:40:00,30,4,Dark - Lights Lit,1,1
201501TD00013,-0.083345,51.525835,3,Fatal,1,1,26/01/2015,2,Monday,02:04:00,30,4,Dark - Lights Lit,1,2
201501CW11167,-0.188999,51.518971,2,Serious,2,3,10/08/2015,2,Monday,00:34:00,30,4,Dark - Lights Lit,1,1
201501CP00019,-0.100775,51.515777,2,Serious,1,2,12/01/2015,2,Monday,16:55:00,30,4,Dark - Lights Lit,2,2
201501HT20121,-0.073053,51.510109,2,Serious,1,1,16/02/2015,2,Monday,19:14:00,30,4,Dark - Lights Lit,2,2
201501HT20208,-0.073811,51.509223,2,Serious,2,1,09/02/2015,2,Monday,23:44:00,30,4,Dark - Lights Lit,1,1
201501LX51400,-0.110433,51.501815,2,Serious,2,1,21/12/2015,2,Monday,17:32:00,30,4,Dark - Lights Lit,1,1
201501EO40385,-0.111506,51.531598,2,Serious,2,1,02/03/2015,2,Monday,22:00:00,30,4,Dark - Lights Lit,1,1
201501CW11087,-0.170229,51.519759,2,Serious,1,1,27/07/2015,2,Monday,02:04:00,30,4,Dark - Lights Lit,1,1
201501BS70772,-0.183298,51.481115,2,Serious,2,1,28/12/2015,2,Monday,00:56:00,30,4,Dark - Lights Lit,1,1
201501HT20398,-0.073811,51.509223,1,Slight,2,4,06/04/2015,2,Monday,01:25:00,30,4,Dark - Lights Lit,1,1
201501CW10724,-0.18144,51.520563,1,Slight,2,4,01/06/2015,2,Monday,21:55:00,30,4,Dark - Lights Lit,5,2
201501CW10676,-0.15265,51.494664,1,Slight,2,3,23/03/2015,2,Monday,01:05:00,30,4,Dark - Lights Lit,1,1
201501MM70969,-0.06966,51.47786,1,Slight,1,2,12/10/2015,2,Monday,20:45:00,30,4,Dark - Lights Lit,1,1
201501MM70131,-0.078121,51.48897,1,Slight,1,2,16/02/2015,2,Monday,19:20:00,30,4,Dark - Lights Lit,2,2
201501CP00002,-0.088481,51.509912,1,Slight,2,2,16/02/2015,2,Monday,20:14:00,40,4,Dark - Lights Lit,1,1
201501MM70030,-0.103549,51.497567,1,Slight,1,2,19/01/2015,2,Monday,17:00:00,30,4,Dark - Lights Lit,1,1
201501CW10461,-0.127029,51.511703,1,Slight,1,2,05/01/2015,2,Monday,17:40:00,30,4,Dark - Lights Lit,1,1
201501EK41013,-0.140566,51.540245,1,Slight,1,2,16/11/2015,2,Monday,20:20:00,30,4,Dark - Lights Lit,1,1
201501EK41203,-0.140957,51.527122,1,Slight,2,2,14/12/2015,2,Monday,20:15:00,30,4,Dark - Lights Lit,1,1
201501BS70670,-0.158416,51.494575,1,Slight,2,2,09/11/2015,2,Monday,18:09:00,30,4,Dark - Lights Lit,1,1
201501CW11023,-0.174695,51.523426,1,Slight,2,2,13/07/2015,2,Monday,21:05:00,30,4,Dark - Lights Lit,1,1
201501HT21188,-0.068451,51.516688,1,Slight,2,1,30/11/2015,2,Monday,18:55:00,30,4,Dark - Lights Lit,1,1
201501MM71019,-0.069724,51.476332,1,Slight,2,1,23/11/2015,2,Monday,19:49:00,30,4,Dark - Lights Lit,1,1
201501HT20835,-0.070589,51.517263,1,Slight,2,1,07/09/2015,2,Monday,01:10:00,30,4,Dark - Lights Lit,1,1
201501HT20358,-0.071536,51.5153,1,Slight,2,1,27/04/2015,2,Monday,23:40:00,30,4,Dark - Lights Lit,1,1
201501MM70042,-0.073576,51.473788,1,Slight,2,1,26/01/2015,2,Monday,04:20:00,30,4,Dark - Lights Lit,2,2
201501HT20155,-0.075331,51.521028,1,Slight,2,1,23/02/2015,2,Monday,19:20:00,30,4,Dark - Lights Lit,1,1
201501GD10789,-0.077571,51.529428,1,Slight,2,1,05/10/2015,2,Monday,19:51:00,30,4,Dark - Lights Lit,2,2
201501GD10347,-0.078129,51.526469,1,Slight,2,1,04/05/2015,2,Monday,19:55:00,30,4,Dark - Lights Lit,2,2
201501GD10328,-0.078246,51.527101,1,Slight,2,1,27/04/2015,2,Monday,03:48:00,30,4,Dark - Lights Lit,1,1
201501GD10580,-0.078386,51.527193,1,Slight,1,1,27/07/2015,2,Monday,04:20:00,30,4,Dark - Lights Lit,2,2
201501MM71073,-0.078409,51.488975,1,Slight,2,1,28/12/2015,2,Monday,03:52:00,30,4,Dark - Lights Lit,1,1
201501MM70353,-0.080417,51.48577,1,Slight,2,1,04/05/2015,2,Monday,21:50:00,30,4,Dark - Lights Lit,2,2
201501MM70926,-0.081364,51.490642,1,Slight,2,1,02/11/2015,2,Monday,18:47:00,30,4,Dark - Lights Lit,1,1
201501CP00006,-0.081489,51.511687,1,Slight,2,1,26/01/2015,2,Monday,17:25:00,30,4,Dark - Lights Lit,1,1
201501MM71009,-0.081979,51.496587,1,Slight,1,1,07/12/2015,2,Monday,16:36:00,30,4,Dark - Lights Lit,1,1
201501GD10113,-0.082031,51.536515,1,Slight,2,1,16/02/2015,2,Monday,17:27:00,30,4,Dark - Lights Lit,2,2
201501MM70029,-0.082759,51.491744,1,Slight,2,1,19/01/2015,2,Monday,16:41:00,30,4,Dark - Lights Lit,1,1
201501GD10848,-0.085018,51.530629,1,Slight,2,1,05/10/2015,2,Monday,18:09:00,30,4,Dark - Lights Lit,1,2
2.02E+12,-0.085226,51.511927,1,Slight,2,1,26/10/2015,2,Monday,02:05:00,20,4,Dark - Lights Lit,1,1
201501MM71010,-0.086607,51.489289,1,Slight,2,1,30/11/2015,2,Monday,16:19:00,30,4,Dark - Lights Lit,8,2
201501EO40605,-0.087109,51.52203,1,Slight,2,1,10/08/2015,2,Monday,22:30:00,30,4,Dark - Lights Lit,1,1
201501MM70936,-0.088006,51.483376,1,Slight,1,1,09/11/2015,2,Monday,19:10:00,30,4,Dark - Lights Lit,1,1
2.02E+12,-0.088033,51.506848,1,Slight,1,1,07/12/2015,2,Monday,19:28:00,20,4,Dark - Lights Lit,1,1
201501MM70965,-0.089002,51.494004,1,Slight,2,1,19/10/2015,2,Monday,20:42:00,30,4,Dark - Lights Lit,1,1
201501EO40925,-0.091364,51.537476,1,Slight,1,1,30/11/2015,2,Monday,18:45:00,20,4,Dark - Lights Lit,2,2
201501MM70982,-0.091882,51.494051,1,Slight,2,1,02/11/2015,2,Monday,18:45:00,30,4,Dark - Lights Lit,1,1
201501MM70390,-0.092283,51.474094,1,Slight,2,1,11/05/2015,2,Monday,00:05:00,30,4,Dark - Lights Lit,1,1
201501MM70927,-0.09301,51.473926,1,Slight,1,1,28/09/2015,2,Monday,18:25:00,30,4,Dark - Lights Lit,1,1
201501MM70924,-0.093146,51.474108,1,Slight,2,1,02/11/2015,2,Monday,19:39:00,30,4,Dark - Lights Lit,1,1
201501MM70016,-0.093707,51.484818,1,Slight,1,1,12/01/2015,2,Monday,17:10:00,30,4,Dark - Lights Lit,2,2
201501EO40185,-0.09438,51.541212,1,Slight,1,1,16/02/2015,2,Monday,21:55:00,30,4,Dark - Lights Lit,2,2
201501CP00249,-0.094789,51.514152,1,Slight,2,1,10/08/2015,2,Monday,22:10:00,20,4,Dark - Lights Lit,1,1
201501MM71064,-0.096532,51.48963,1,Slight,1,1,21/12/2015,2,Monday,19:00:00,30,4,Dark - Lights Lit,1,2
201501EO40105,-0.096752,51.536215,1,Slight,2,1,02/02/2015,2,Monday,19:15:00,30,4,Dark - Lights Lit,1,1
201501CP00024,-0.097217,51.511223,1,Slight,2,1,19/01/2015,2,Monday,16:40:00,50,4,Dark - Lights Lit,1,1
201501EO40116,-0.098217,51.539116,1,Slight,2,1,02/02/2015,2,Monday,07:15:00,30,4,Dark - Lights Lit,1,1
201501MM70070,-0.098474,51.494877,1,Slight,1,1,26/01/2015,2,Monday,00:35:00,30,4,Dark - Lights Lit,1,1
201501MM71037,-0.098803,51.500818,1,Slight,2,1,14/12/2015,2,Monday,16:56:00,30,4,Dark - Lights Lit,1,1
201501MM70937,-0.099551,51.496693,1,Slight,2,1,09/11/2015,2,Monday,23:45:00,30,4,Dark - Lights Lit,1,1
201501CP00096,-0.100717,51.513708,1,Slight,1,1,27/04/2015,2,Monday,21:15:00,30,4,Dark - Lights Lit,1,1
201501EO49104,-0.100897,51.537092,1,Slight,2,1,21/12/2015,2,Monday,21:05:00,30,4,Dark - Lights Lit,1,1
201501MM70858,-0.101494,51.495016,1,Slight,2,1,05/10/2015,2,Monday,05:20:00,30,4,Dark - Lights Lit,1,1
201501EO40705,-0.101883,51.530723,1,Slight,2,1,31/08/2015,2,Monday,03:20:00,30,4,Dark - Lights Lit,2,2
201501CP00005,-0.102945,51.51905,1,Slight,2,1,05/01/2015,2,Monday,00:02:00,30,4,Dark - Lights Lit,1,1
201501EO40313,-0.103047,51.537396,1,Slight,1,1,02/02/2015,2,Monday,07:10:00,30,4,Dark - Lights Lit,1,1
201501EO40276,-0.103502,51.536864,1,Slight,2,1,30/03/2015,2,Monday,22:37:00,30,4,Dark - Lights Lit,5,2
201501LX50587,-0.103847,51.490378,1,Slight,2,1,08/06/2015,2,Monday,19:45:00,30,4,Dark - Lights Lit,1,1
201501LX50137,-0.10657,51.50463,1,Slight,2,1,16/02/2015,2,Monday,19:15:00,30,4,Dark - Lights Lit,2,2
201501EO40065,-0.107485,51.527756,1,Slight,2,1,19/01/2015,2,Monday,17:32:00,20,4,Dark - Lights Lit,1,1
201501CP00274,-0.108609,51.511048,1,Slight,2,1,07/09/2015,2,Monday,21:00:00,30,4,Dark - Lights Lit,2,2
201501EO40787,-0.109297,51.532731,1,Slight,2,1,05/10/2015,2,Monday,20:08:00,20,4,Dark - Lights Lit,2,2
201501EO40142,-0.111406,51.534024,1,Slight,1,1,09/02/2015,2,Monday,18:34:00,30,4,Dark - Lights Lit,1,1
201501EK40119,-0.115948,51.528791,1,Slight,1,1,16/02/2015,2,Monday,18:00:00,30,4,Dark - Lights Lit,2,2
201501LX50005,-0.116454,51.502541,1,Slight,2,1,12/01/2015,2,Monday,17:30:00,30,4,Dark - Lights Lit,2,2
201501LX50742,-0.116527,51.486806,1,Slight,2,1,13/07/2015,2,Monday,22:15:00,30,4,Dark - Lights Lit,2,2
201501EK40948,-0.117552,51.517846,1,Slight,2,1,26/10/2015,2,Monday,19:00:00,30,4,Dark - Lights Lit,1,1
201501LX51320,-0.119004,51.475605,1,Slight,2,1,23/11/2015,2,Monday,18:30:00,30,4,Dark - Lights Lit,1,1
201501EK40609,-0.119772,51.516443,1,Slight,1,1,20/07/2015,2,Monday,01:30:00,30,4,Dark - Lights Lit,1,1
201501EK41122,-0.12108,51.516194,1,Slight,2,1,14/12/2015,2,Monday,16:45:00,30,4,Dark - Lights Lit,2,2
201501CW10762,-0.121878,51.507304,1,Slight,1,1,08/06/2015,2,Monday,21:00:00,30,4,Dark - Lights Lit,1,1
201501EK41146,-0.123846,51.52604,1,Slight,2,1,21/12/2015,2,Monday,19:00:00,20,4,Dark - Lights Lit,2,2
201501EK40036,-0.125117,51.540718,1,Slight,2,1,12/01/2015,2,Monday,18:45:00,30,4,Dark - Lights Lit,2,2
201501EK40930,-0.125209,51.513922,1,Slight,2,1,19/10/2015,2,Monday,18:36:00,30,4,Dark - Lights Lit,1,1
201501CW11501,-0.125414,51.494861,1,Slight,2,1,05/10/2015,2,Monday,19:25:00,30,4,Dark - Lights Lit,2,2
201501EK40325,-0.126025,51.529133,1,Slight,1,1,27/04/2015,2,Monday,20:20:00,30,4,Dark - Lights Lit,1,1
201501CW11939,-0.126231,51.503058,1,Slight,2,1,21/12/2015,2,Monday,20:03:00,30,4,Dark - Lights Lit,1,1
201501CW10448,-0.126445,51.50486,1,Slight,2,1,05/01/2015,2,Monday,19:25:00,30,4,Dark - Lights Lit,1,1
201501CW10112,-0.126596,51.504682,1,Slight,1,1,02/02/2015,2,Monday,18:50:00,30,4,Dark - Lights Lit,1,1
201501CW10232,-0.126844,51.505675,1,Slight,2,1,02/03/2015,2,Monday,18:24:00,30,4,Dark - Lights Lit,1,1
201501CW10332,-0.127295,51.50874,1,Slight,1,1,23/03/2015,2,Monday,22:40:00,30,4,Dark - Lights Lit,8,2
201501CW11511,-0.127302,51.50856,1,Slight,1,1,28/09/2015,2,Monday,06:15:00,30,4,Dark - Lights Lit,1,1
201501CW10113,-0.127379,51.506673,1,Slight,2,1,02/02/2015,2,Monday,23:20:00,30,4,Dark - Lights Lit,1,1
201501CW10718,-0.128373,51.507049,1,Slight,1,1,01/06/2015,2,Monday,00:05:00,30,4,Dark - Lights Lit,1,1
201501CW11226,-0.128506,51.510828,1,Slight,2,1,17/08/2015,2,Monday,20:02:00,30,4,Dark - Lights Lit,1,1
201501CW10850,-0.129218,51.507512,1,Slight,1,1,22/06/2015,2,Monday,01:55:00,30,4,Dark - Lights Lit,2,2
201501EK40873,-0.130713,51.527319,1,Slight,2,1,05/10/2015,2,Monday,18:05:00,30,4,Dark - Lights Lit,2,2
201501CW10002,-0.131538,51.489564,1,Slight,1,1,12/01/2015,2,Monday,17:25:00,30,4,Dark - Lights Lit,2,2
201501CW10003,-0.133536,51.511178,1,Slight,2,1,12/01/2015,2,Monday,22:20:00,30,4,Dark - Lights Lit,2,2
201501CW10440,-0.134736,51.510028,1,Slight,1,1,05/01/2015,2,Monday,17:15:00,30,4,Dark - Lights Lit,1,1
201501EK41184,-0.134912,51.537457,1,Slight,2,1,21/12/2015,2,Monday,18:00:00,30,4,Dark - Lights Lit,1,1
201501WW51008,-0.137186,51.48174,1,Slight,1,1,30/11/2015,2,Monday,04:46:00,30,4,Dark - Lights Lit,2,2
201501EK40125,-0.139432,51.539777,1,Slight,1,1,09/02/2015,2,Monday,00:35:00,30,4,Dark - Lights Lit,1,1
201501CW11336,-0.141765,51.514366,1,Slight,1,1,07/09/2015,2,Monday,19:45:00,30,4,Dark - Lights Lit,1,1
201501CW11225,-0.141912,51.496563,1,Slight,2,1,17/08/2015,2,Monday,19:30:00,30,4,Dark - Lights Lit,1,1
201501CW11368,-0.143903,51.49012,1,Slight,1,1,14/09/2015,2,Monday,01:35:00,30,4,Dark - Lights Lit,1,1
201501CW10810,-0.145238,51.496256,1,Slight,1,1,15/06/2015,2,Monday,21:15:00,30,4,Dark - Lights Lit,1,1
201501CW11494,-0.146213,51.49708,1,Slight,2,1,05/10/2015,2,Monday,04:10:00,30,4,Dark - Lights Lit,1,1
201501CW11614,-0.148093,51.504034,1,Slight,2,1,26/10/2015,2,Monday,22:55:00,30,4,Dark - Lights Lit,1,1
201501CW10229,-0.148551,51.524724,1,Slight,2,1,02/03/2015,2,Monday,20:19:00,30,4,Dark - Lights Lit,1,1
201501CW10073,-0.149309,51.52024,1,Slight,2,1,26/01/2015,2,Monday,18:10:00,30,4,Dark - Lights Lit,1,1
201501CW10236,-0.149329,51.523298,1,Slight,2,1,02/03/2015,2,Monday,17:45:00,30,4,Dark - Lights Lit,1,1
201501WW50450,-0.149553,51.482206,1,Slight,2,1,25/05/2015,2,Monday,23:59:00,30,4,Dark - Lights Lit,2,2
201501BS70611,-0.150127,51.485812,1,Slight,2,1,19/10/2015,2,Monday,20:41:00,30,4,Dark - Lights Lit,1,1
201501CW11502,-0.151616,51.505978,1,Slight,2,1,05/10/2015,2,Monday,20:23:00,30,4,Dark - Lights Lit,2,2
201501CW11541,-0.151877,51.503105,1,Slight,2,1,12/10/2015,2,Monday,21:50:00,30,4,Dark - Lights Lit,1,1
201501CW11024,-0.156889,51.511007,1,Slight,1,1,13/07/2015,2,Monday,21:50:00,30,4,Dark - Lights Lit,2,2
201501CW10573,-0.162927,51.514969,1,Slight,2,1,04/05/2015,2,Monday,01:35:00,30,4,Dark - Lights Lit,1,1
201501BS70684,-0.163393,51.499779,1,Slight,2,1,16/11/2015,2,Monday,15:53:00,30,4,Dark - Lights Lit,1,1
201501CW11807,-0.164187,51.515888,1,Slight,1,1,30/11/2015,2,Monday,22:40:00,30,4,Dark - Lights Lit,5,2
201501CW10039,-0.164325,51.501682,1,Slight,1,1,19/01/2015,2,Monday,19:34:00,30,4,Dark - Lights Lit,1,2
201501CW11857,-0.164334,51.5158,1,Slight,3,1,07/12/2015,2,Monday,19:40:00,30,4,Dark - Lights Lit,1,1
201501BS70705,-0.164725,51.4989,1,Slight,2,1,23/11/2015,2,Monday,18:55:00,30,4,Dark - Lights Lit,1,1
201501CW11542,-0.167276,51.517914,1,Slight,1,1,12/10/2015,2,Monday,23:55:00,30,4,Dark - Lights Lit,1,1
201501BS70718,-0.168789,51.494558,1,Slight,2,1,30/11/2015,2,Monday,16:10:00,30,4,Dark - Lights Lit,2,2
201501CW10071,-0.170442,51.507263,1,Slight,2,1,26/01/2015,2,Monday,19:30:00,20,4,Dark - Lights Lit,1,1
201501CW11712,-0.17163,51.513576,1,Slight,2,1,16/11/2015,2,Monday,20:55:00,30,4,Dark - Lights Lit,1,1
201501CW11654,-0.172866,51.533109,1,Slight,2,1,02/11/2015,2,Monday,17:58:00,30,4,Dark - Lights Lit,1,1
201501CW11543,-0.173398,51.519808,1,Slight,1,1,12/10/2015,2,Monday,23:10:00,30,4,Dark - Lights Lit,1,2
201501CW11767,-0.173949,51.524043,1,Slight,1,1,23/11/2015,2,Monday,17:00:00,30,4,Dark - Lights Lit,1,1
201501CW11366,-0.174849,51.512367,1,Slight,1,1,14/09/2015,2,Monday,23:38:00,30,4,Dark - Lights Lit,1,1
201501BS70686,-0.175095,51.495375,1,Slight,2,1,09/11/2015,2,Monday,17:40:00,30,4,Dark - Lights Lit,1,1
201501CW11898,-0.175288,51.515791,1,Slight,1,1,14/12/2015,2,Monday,20:48:00,30,4,Dark - Lights Lit,1,1
201501BS70268,-0.179175,51.486986,1,Slight,2,1,18/05/2015,2,Monday,23:05:00,30,4,Dark - Lights Lit,1,1
201501CW11578,-0.180095,51.51092,1,Slight,2,1,19/10/2015,2,Monday,06:55:00,30,4,Dark - Lights Lit,1,1
201501CW11577,-0.18142,51.528296,1,Slight,2,1,19/10/2015,2,Monday,21:15:00,30,4,Dark - Lights Lit,1,1
201501BS70076,-0.182567,51.481373,1,Slight,2,1,16/02/2015,2,Monday,20:35:00,30,4,Dark - Lights Lit,2,2
201501BS70791,-0.182747,51.494955,1,Slight,1,1,21/12/2015,2,Monday,05:10:00,30,4,Dark - Lights Lit,1,1
201501CW11710,-0.183449,51.517177,1,Slight,2,1,16/11/2015,2,Monday,17:42:00,30,4,Dark - Lights Lit,2,2
201501BS70189,-0.184331,51.484098,1,Slight,2,1,12/01/2015,2,Monday,00:51:00,30,4,Dark - Lights Lit,1,1
201501CW11899,-0.186114,51.529897,1,Slight,2,1,14/12/2015,2,Monday,16:30:00,30,4,Dark - Lights Lit,1,1
201501CW11297,-0.18704,51.510218,1,Slight,1,1,31/08/2015,2,Monday,21:00:00,30,4,Dark - Lights Lit,1,2
201501CW10722,-0.187239,51.52335,1,Slight,2,1,01/06/2015,2,Monday,20:18:00,30,4,Dark - Lights Lit,1,1
201501CW10141,-0.188612,51.52508,1,Slight,2,1,09/02/2015,2,Monday,17:30:00,30,4,Dark - Lights Lit,1,1
201501CW11909,-0.189653,51.535168,1,Slight,1,1,14/12/2015,2,Monday,03:42:00,30,4,Dark - Lights Lit,1,1
201501CW11059,-0.190825,51.520168,1,Slight,2,1,20/07/2015,2,Monday,20:25:00,30,4,Dark - Lights Lit,1,1
201501BS70731,-0.190968,51.502006,1,Slight,2,1,30/11/2015,2,Monday,17:10:00,30,4,Dark - Lights Lit,5,2
201501BS70455,-0.190968,51.502006,1,Slight,1,1,03/08/2015,2,Monday,04:49:00,30,4,Dark - Lights Lit,1,1
201501BS70695,-0.192506,51.488631,1,Slight,1,1,16/11/2015,2,Monday,20:10:00,30,4,Dark - Lights Lit,1,2
201501BS70061,-0.193059,51.50015,1,Slight,2,1,09/02/2015,2,Monday,21:16:00,30,4,Dark - Lights Lit,1,1
201501EK40779,-0.193304,51.537652,1,Slight,2,1,31/08/2015,2,Monday,21:10:00,30,4,Dark - Lights Lit,1,2
201501CW10114,-0.194327,51.52274,1,Slight,2,1,02/02/2015,2,Monday,19:45:00,30,4,Dark - Lights Lit,1,1
201501CW10244,-0.195212,51.51493,1,Slight,2,1,02/03/2015,2,Monday,19:00:00,30,4,Dark - Lights Lit,1,1
201501BS70748,-0.196602,51.490672,1,Slight,1,1,14/12/2015,2,Monday,21:27:00,30,4,Dark - Lights Lit,1,1
201501TD00004,-0.070345,51.485515,3,Fatal,1,1,11/01/2015,1,Sunday,02:27:00,30,4,Dark - Lights Lit,1,1
201501TD00008,-0.109653,51.489303,3,Fatal,1,1,18/01/2015,1,Sunday,17:42:00,30,4,Dark - Lights Lit,1,1
201501CW10260,-0.184916,51.523764,2,Serious,1,3,08/03/2015,1,Sunday,01:12:00,30,4,Dark - Lights Lit,1,1
201501MM70231,-0.073545,51.477924,2,Serious,1,1,15/03/2015,1,Sunday,00:35:00,30,4,Dark - Lights Lit,1,1
201501GD10355,-0.076973,51.536792,2,Serious,2,1,17/05/2015,1,Sunday,01:50:00,30,4,Dark - Lights Lit,1,1
201501GD10973,-0.086367,51.525975,2,Serious,3,1,06/12/2015,1,Sunday,02:55:00,30,4,Dark - Lights Lit,1,2
