Accident_Index,Long,Lat,Accident_Severity,Severity_ctx,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Day_ctx,Time,Speed_limit,Light_Conditions,Light_ctx,Weather_Conditions,Road_Surface_Conditions
201501EO40193,-0.09704,51.53622,1,Slight,2,2,14/02/2015,7,Saturday,00:12:00,30,7,Dark - lighting unknown,9,1
201501CP00140,-0.074315,51.514357,1,Slight,1,1,09/05/2015,7,Saturday,01:05:00,30,7,Dark - lighting unknown,9,1
201501MM70371,-0.088228,51.502175,1,Slight,2,1,25/04/2015,7,Saturday,05:55:00,30,7,Dark - lighting unknown,1,1
201501MM70580,-0.093923,51.476189,1,Slight,2,1,04/07/2015,7,Saturday,02:50:00,30,7,Dark - lighting unknown,1,1
201501GD10001,-0.080158,51.533067,2,Serious,1,2,09/01/2015,6,Friday,21:40:00,30,7,Dark - lighting unknown,9,1
201501EO40899,-0.122379,51.533661,2,Serious,2,2,13/11/2015,6,Friday,23:00:00,20,7,Dark - lighting unknown,1,1
201501LX50051,-0.114546,51.499903,2,Serious,1,1,09/01/2015,6,Friday,19:10:00,30,7,Dark - lighting unknown,1,1
201501MM70048,-0.094235,51.479071,1,Slight,1,2,16/01/2015,6,Friday,15:49:00,30,7,Dark - lighting unknown,1,1
201501EO40469,-0.089639,51.527017,1,Slight,1,1,03/07/2015,6,Friday,21:54:00,20,7,Dark - lighting unknown,1,1
201501EO40829,-0.10811,51.52309,1,Slight,2,1,20/11/2015,6,Friday,20:50:00,20,7,Dark - lighting unknown,1,1
201501EO40472,-0.110304,51.525823,1,Slight,1,1,03/07/2015,6,Friday,01:20:00,30,7,Dark - lighting unknown,1,1
201501LX50638,-0.110567,51.481134,1,Slight,2,1,19/06/2015,6,Friday,20:25:00,30,7,Dark - lighting unknown,1,1
201501EO49164,-0.111546,51.534116,1,Slight,2,1,12/06/2015,6,Friday,20:30:00,30,7,Dark - lighting unknown,2,2
201501LX50659,-0.130638,51.47633,1,Slight,2,1,26/06/2015,6,Friday,20:48:00,30,7,Dark - lighting unknown,1,1
201501EK40550,-0.138293,51.525281,1,Slight,2,1,26/06/2015,6,Friday,20:30:00,30,7,Dark - lighting unknown,1,1
201501GD10070,-0.079686,51.523707,2,Serious,2,1,08/01/2015,5,Thursday,23:10:00,30,7,Dark - lighting unknown,1,1
201501EO40918,-0.098833,51.53472,2,Serious,2,1,10/12/2015,5,Thursday,22:10:00,30,7,Dark - lighting unknown,2,2
201501MM70125,-0.085008,51.489622,1,Slight,1,1,08/01/2015,5,Thursday,07:35:00,30,7,Dark - lighting unknown,1,1
201501EO40318,-0.090608,51.524515,1,Slight,2,1,30/04/2015,5,Thursday,19:05:00,30,7,Dark - lighting unknown,1,1
201501EK40233,-0.138604,51.538865,1,Slight,1,1,26/02/2015,5,Thursday,19:45:00,30,7,Dark - lighting unknown,1,1
201501QK50910,-0.19414,51.538384,1,Slight,2,1,17/09/2015,5,Thursday,23:13:00,30,7,Dark - lighting unknown,1,1
201501BS70710,-0.19559,51.494433,1,Slight,2,1,26/11/2015,5,Thursday,19:44:00,30,7,Dark - lighting unknown,1,1
201501EO49008,-0.098314,51.529856,1,Slight,2,1,02/12/2015,4,Wednesday,21:50:00,20,7,Dark - lighting unknown,1,1
201501EO40561,-0.099703,51.538061,1,Slight,2,1,01/07/2015,4,Wednesday,22:37:00,30,7,Dark - lighting unknown,1,1
201501EO40468,-0.102341,51.530101,1,Slight,2,1,03/06/2015,4,Wednesday,21:40:00,30,7,Dark - lighting unknown,9,1
201501LX50011,-0.119292,51.475609,1,Slight,1,1,14/01/2015,4,Wednesday,07:56:00,30,7,Dark - lighting unknown,1,1
201501LX50456,-0.12403,51.486476,1,Slight,2,1,06/05/2015,4,Wednesday,22:59:00,30,7,Dark - lighting unknown,1,1
201501CW11662,-0.140631,51.513898,1,Slight,1,1,28/10/2015,4,Wednesday,19:00:00,30,7,Dark - lighting unknown,1,1
201501CW11632,-0.182679,51.536499,1,Slight,1,1,28/10/2015,4,Wednesday,20:01:00,30,7,Dark - lighting unknown,9,1
201501TD00109,-0.18374,51.517091,3,Fatal,2,1,18/08/2015,3,Tuesday,00:06:00,30,7,Dark - lighting unknown,9,1
201501EK40462,-0.116278,51.520793,2,Serious,2,1,05/05/2015,3,Tuesday,20:15:00,30,7,Dark - lighting unknown,1,1
201501EO40143,-0.089835,51.536103,1,Slight,2,1,10/02/2015,3,Tuesday,19:43:00,30,7,Dark - lighting unknown,1,1
201501MM70244,-0.105604,51.479256,1,Slight,2,1,24/03/2015,3,Tuesday,18:40:00,30,7,Dark - lighting unknown,1,1
201501EO40246,-0.115556,51.531303,1,Slight,2,1,07/04/2015,3,Tuesday,20:15:00,30,7,Dark - lighting unknown,1,1
201501EO49057,-0.122645,51.530697,1,Slight,1,1,22/12/2015,3,Tuesday,18:45:00,30,7,Dark - lighting unknown,9,1
201501CW11972,-0.159034,51.5007,1,Slight,2,1,14/12/2015,2,Monday,21:30:00,30,7,Dark - lighting unknown,9,1
201501CW11495,-0.155962,51.516118,2,Serious,1,2,04/10/2015,1,Sunday,20:00:00,30,7,Dark - lighting unknown,9,1
201501EK41033,-0.138714,51.536169,2,Serious,2,1,01/11/2015,1,Sunday,01:00:00,30,7,Dark - lighting unknown,9,1
201501EO40115,-0.085942,51.539546,1,Slight,2,2,01/02/2015,1,Sunday,00:07:00,30,7,Dark - lighting unknown,9,1
201501EO49100,-0.095315,51.529178,1,Slight,2,1,27/12/2015,1,Sunday,18:55:00,30,7,Dark - lighting unknown,9,1
201501EO40961,-0.106275,51.522161,1,Slight,2,1,20/12/2015,1,Sunday,07:50:00,20,7,Dark - lighting unknown,1,1
201501QK50327,-0.196508,51.540489,1,Slight,2,1,10/05/2015,1,Sunday,23:22:00,30,7,Dark - lighting unknown,1,1
201501BS70701,-0.17069,51.486674,1,Slight,2,1,21/11/2015,7,Saturday,22:00:00,30,6,Dark - no lighting,1,1
201501EO40134,-0.101891,51.537467,1,Slight,2,1,17/02/2015,3,Tuesday,20:38:00,30,6,Dark - no lighting,1,1
201501CW11869,-0.154759,51.495956,1,Slight,1,1,08/12/2015,3,Tuesday,23:50:00,30,6,Dark - no lighting,1,1
201501EO40816,-0.092471,51.538574,1,Slight,2,1,21/11/2015,7,Saturday,18:28:00,20,5,Dark - lights unlit,1,2
201501EK40027,-0.125999,51.526255,1,Slight,2,1,16/01/2015,6,Friday,07:57:00,30,5,Dark - lights unlit,8,1
2.02E+12,-0.104266,51.511517,1,Slight,1,1,19/11/2015,5,Thursday,19:17:00,20,5,Dark - lights unlit,1,1
201501EK40999,-0.139979,51.540505,1,Slight,2,2,11/11/2015,4,Wednesday,03:07:00,30,5,Dark - lights unlit,1,1
201501CW11585,-0.162094,51.52134,1,Slight,2,1,21/10/2015,4,Wednesday,04:53:00,30,5,Dark - lights unlit,2,2
201501BS70729,-0.150127,51.485812,1,Slight,2,1,06/12/2015,1,Sunday,19:20:00,30,5,Dark - lights unlit,2,2
201501TD00026,-0.094474,51.487169,3,Fatal,1,1,31/01/2015,7,Saturday,06:48:00,30,4,Dark - Lights Lit,8,4
201501EO40815,-0.11101,51.536625,2,Serious,2,2,14/11/2015,7,Saturday,03:32:00,20,4,Dark - Lights Lit,1,2
201501CW11634,-0.129271,51.513268,2,Serious,1,2,31/10/2015,7,Saturday,20:05:00,30,4,Dark - Lights Lit,1,1
201501MM70051,-0.070082,51.49855,2,Serious,2,1,10/01/2015,7,Saturday,20:45:00,30,4,Dark - Lights Lit,1,1
201501GD10159,-0.071744,51.530861,2,Serious,1,1,28/02/2015,7,Saturday,02:50:00,30,4,Dark - Lights Lit,4,1
201501CP00007,-0.079765,51.518403,2,Serious,1,1,31/01/2015,7,Saturday,23:20:00,30,4,Dark - Lights Lit,1,1
2.02E+12,-0.097002,51.516382,2,Serious,1,1,05/12/2015,7,Saturday,00:42:00,20,4,Dark - Lights Lit,1,1
201501EO40722,-0.114629,51.52931,2,Serious,2,1,12/09/2015,7,Saturday,20:15:00,30,4,Dark - Lights Lit,1,1
201501CW11930,-0.118787,51.512381,2,Serious,1,1,19/12/2015,7,Saturday,03:08:00,30,4,Dark - Lights Lit,1,1
201501EK40965,-0.126173,51.529045,2,Serious,2,1,31/10/2015,7,Saturday,21:29:00,30,4,Dark - Lights Lit,1,1
201501EK41062,-0.128267,51.516669,2,Serious,1,1,28/11/2015,7,Saturday,01:01:00,30,4,Dark - Lights Lit,1,2
201501CW10201,-0.131025,51.512666,2,Serious,1,1,21/02/2015,7,Saturday,19:45:00,30,4,Dark - Lights Lit,1,1
201501LX50939,-0.132144,51.474736,2,Serious,1,1,29/08/2015,7,Saturday,22:15:00,30,4,Dark - Lights Lit,1,1
201501CW11631,-0.136555,51.49369,2,Serious,1,1,17/10/2015,7,Saturday,03:41:00,30,4,Dark - Lights Lit,1,1
201501EK40714,-0.139212,51.534558,2,Serious,1,1,01/08/2015,7,Saturday,01:01:00,30,4,Dark - Lights Lit,1,1
201501WW50907,-0.155921,51.474303,2,Serious,2,1,24/10/2015,7,Saturday,18:31:00,30,4,Dark - Lights Lit,2,2
201501BS70614,-0.191112,51.502008,2,Serious,1,1,17/10/2015,7,Saturday,02:15:00,30,4,Dark - Lights Lit,1,1
201501BS70140,-0.191112,51.494724,2,Serious,1,1,21/03/2015,7,Saturday,20:11:00,30,4,Dark - Lights Lit,1,1
201501LX50927,-0.111479,51.47998,1,Slight,3,5,15/08/2015,7,Saturday,05:15:00,30,4,Dark - Lights Lit,1,2
201501EK41112,-0.140119,51.540598,1,Slight,3,5,12/12/2015,7,Saturday,22:30:00,30,4,Dark - Lights Lit,1,1
201501CW10216,-0.127793,51.507129,1,Slight,2,4,28/02/2015,7,Saturday,04:20:00,30,4,Dark - Lights Lit,1,1
201501CP00250,-0.078632,51.521352,1,Slight,2,3,01/08/2015,7,Saturday,03:00:00,20,4,Dark - Lights Lit,2,2
201501EO40743,-0.122523,51.533663,1,Slight,2,3,05/09/2015,7,Saturday,20:11:00,20,4,Dark - Lights Lit,1,1
201501CW11927,-0.136148,51.503665,1,Slight,2,3,19/12/2015,7,Saturday,05:54:00,30,4,Dark - Lights Lit,1,1
201501CW11328,-0.163712,51.534854,1,Slight,2,3,05/09/2015,7,Saturday,22:25:00,30,4,Dark - Lights Lit,1,1
201501MM70953,-0.074136,51.484408,1,Slight,2,2,14/11/2015,7,Saturday,04:15:00,30,4,Dark - Lights Lit,1,1
201501HT20064,-0.075896,51.524724,1,Slight,2,2,17/01/2015,7,Saturday,23:05:00,30,4,Dark - Lights Lit,1,1
201501MM70295,-0.094188,51.483657,1,Slight,3,2,11/04/2015,7,Saturday,23:13:00,30,4,Dark - Lights Lit,1,1
201501EO40874,-0.095665,51.524237,1,Slight,2,2,03/10/2015,7,Saturday,02:00:00,20,4,Dark - Lights Lit,1,1
201501EO40262,-0.098588,51.523296,1,Slight,2,2,18/04/2015,7,Saturday,02:30:00,30,4,Dark - Lights Lit,1,1
201501CP00222,-0.099617,51.519356,1,Slight,3,2,04/07/2015,7,Saturday,01:40:00,30,4,Dark - Lights Lit,1,1
201501CW11531,-0.12307,51.509841,1,Slight,2,2,10/10/2015,7,Saturday,03:28:00,30,4,Dark - Lights Lit,1,1
201501CW10710,-0.129131,51.488536,1,Slight,3,2,30/05/2015,7,Saturday,03:25:00,30,4,Dark - Lights Lit,1,1
201501CW11241,-0.132401,51.507203,1,Slight,2,2,22/08/2015,7,Saturday,22:10:00,30,4,Dark - Lights Lit,1,1
201501CW11643,-0.132693,51.507117,1,Slight,2,2,31/10/2015,7,Saturday,02:25:00,30,4,Dark - Lights Lit,1,1
201501EK40385,-0.138714,51.536169,1,Slight,2,2,16/05/2015,7,Saturday,00:01:00,30,4,Dark - Lights Lit,2,2
201501EK40833,-0.142303,51.540093,1,Slight,1,2,19/09/2015,7,Saturday,22:28:00,20,4,Dark - Lights Lit,1,1
201501CW10406,-0.142545,51.516446,1,Slight,2,2,11/04/2015,7,Saturday,22:39:00,30,4,Dark - Lights Lit,1,1
201501CW11785,-0.153036,51.502943,1,Slight,1,2,28/11/2015,7,Saturday,18:07:00,30,4,Dark - Lights Lit,1,2
201501CW11772,-0.164187,51.515888,1,Slight,2,2,14/11/2015,7,Saturday,22:18:00,30,4,Dark - Lights Lit,2,2
201501MM70388,-0.068224,51.484581,1,Slight,1,1,16/05/2015,7,Saturday,03:23:00,30,4,Dark - Lights Lit,1,1
201501HT20938,-0.068348,51.525949,1,Slight,1,1,05/09/2015,7,Saturday,04:35:00,30,4,Dark - Lights Lit,1,1
201501HT21071,-0.068747,51.516513,1,Slight,2,1,14/11/2015,7,Saturday,23:25:00,30,4,Dark - Lights Lit,1,2
201501GD10319,-0.069719,51.531007,1,Slight,2,1,25/04/2015,7,Saturday,02:45:00,30,4,Dark - Lights Lit,2,2
201501HT21104,-0.070319,51.520226,1,Slight,2,1,31/10/2015,7,Saturday,23:55:00,30,4,Dark - Lights Lit,1,1
201501HT20344,-0.072518,51.515946,1,Slight,2,1,09/05/2015,7,Saturday,02:29:00,30,4,Dark - Lights Lit,1,1
201501HT20280,-0.073341,51.516949,1,Slight,2,1,11/04/2015,7,Saturday,01:15:00,30,4,Dark - Lights Lit,1,1
201501HT20527,-0.074163,51.517951,1,Slight,2,1,20/06/2015,7,Saturday,01:10:00,30,4,Dark - Lights Lit,1,1
201501HT20143,-0.07472,51.525244,1,Slight,2,1,07/02/2015,7,Saturday,23:55:00,30,4,Dark - Lights Lit,1,1
201501MM70356,-0.075087,51.48919,1,Slight,2,1,18/04/2015,7,Saturday,21:45:00,30,4,Dark - Lights Lit,1,1
201501MM70163,-0.076432,51.488043,1,Slight,2,1,21/02/2015,7,Saturday,19:50:00,30,4,Dark - Lights Lit,1,1
201501GD10981,-0.077033,51.535354,1,Slight,2,1,12/12/2015,7,Saturday,04:45:00,30,4,Dark - Lights Lit,1,1
201501GD10769,-0.077071,51.534455,1,Slight,2,1,26/09/2015,7,Saturday,01:50:00,30,4,Dark - Lights Lit,1,1
201501GD10167,-0.078697,51.523241,1,Slight,2,1,28/02/2015,7,Saturday,02:59:00,30,4,Dark - Lights Lit,1,1
201501MM71096,-0.07977,51.49772,1,Slight,2,1,19/12/2015,7,Saturday,02:20:00,30,4,Dark - Lights Lit,8,2
201501CP00059,-0.080376,51.517603,1,Slight,1,1,28/02/2015,7,Saturday,21:35:00,30,4,Dark - Lights Lit,2,2
201501CP00235,-0.080527,51.517426,1,Slight,1,1,29/08/2015,7,Saturday,20:20:00,30,4,Dark - Lights Lit,1,1
201501GD10962,-0.080888,51.522558,1,Slight,1,1,05/12/2015,7,Saturday,23:57:00,20,4,Dark - Lights Lit,1,1
2.02E+12,-0.081425,51.516631,1,Slight,2,1,21/11/2015,7,Saturday,21:43:00,20,4,Dark - Lights Lit,1,1
201501GD10967,-0.082361,51.535531,1,Slight,2,1,05/12/2015,7,Saturday,18:36:00,20,4,Dark - Lights Lit,4,1
201501MM71088,-0.08362,51.481506,1,Slight,2,1,12/12/2015,7,Saturday,23:14:00,30,4,Dark - Lights Lit,1,1
201501EO40282,-0.084767,51.526308,1,Slight,2,1,11/04/2015,7,Saturday,00:15:00,30,4,Dark - Lights Lit,1,1
201501MM70351,-0.084929,51.505268,1,Slight,1,1,02/05/2015,7,Saturday,00:09:00,30,4,Dark - Lights Lit,1,1
201501MM70894,-0.084948,51.477301,1,Slight,2,1,26/09/2015,7,Saturday,22:35:00,30,4,Dark - Lights Lit,1,1
201501CP00038,-0.085856,51.514096,1,Slight,2,1,07/02/2015,7,Saturday,20:15:00,30,4,Dark - Lights Lit,1,1
2.02E+12,-0.086885,51.510156,1,Slight,1,1,12/12/2015,7,Saturday,02:25:00,20,4,Dark - Lights Lit,1,1
201501GD10982,-0.087777,51.526717,1,Slight,2,1,12/12/2015,7,Saturday,23:23:00,30,4,Dark - Lights Lit,1,2
201501MM70869,-0.088355,51.506043,1,Slight,2,1,12/09/2015,7,Saturday,20:00:00,30,4,Dark - Lights Lit,1,1
201501CP00057,-0.0889,51.517113,1,Slight,1,1,28/03/2015,7,Saturday,22:22:00,30,4,Dark - Lights Lit,1,1
201501EO40842,-0.090116,51.536287,1,Slight,1,1,28/11/2015,7,Saturday,00:30:00,20,4,Dark - Lights Lit,1,2
201501MM70976,-0.09148,51.503666,1,Slight,1,1,11/07/2015,7,Saturday,01:56:00,30,4,Dark - Lights Lit,1,1
201501MM70063,-0.092998,51.474195,1,Slight,2,1,24/01/2015,7,Saturday,22:31:00,30,4,Dark - Lights Lit,4,1
201501CP00256,-0.0932,51.510798,1,Slight,2,1,11/07/2015,7,Saturday,00:10:00,30,4,Dark - Lights Lit,1,1
201501MM70933,-0.09448,51.483572,1,Slight,2,1,31/10/2015,7,Saturday,02:42:00,30,4,Dark - Lights Lit,1,1
201501EO40944,-0.096833,51.523897,1,Slight,1,1,12/12/2015,7,Saturday,02:10:00,20,4,Dark - Lights Lit,1,1
201501EO40939,-0.096982,51.541075,1,Slight,2,1,12/12/2015,7,Saturday,16:00:00,20,4,Dark - Lights Lit,2,2
201501EO40299,-0.099104,51.538591,1,Slight,1,1,04/04/2015,7,Saturday,19:00:00,30,4,Dark - Lights Lit,1,1
201501MM70695,-0.100305,51.495896,1,Slight,1,1,08/08/2015,7,Saturday,21:40:00,30,4,Dark - Lights Lit,1,1
201501MM71024,-0.100834,51.493567,1,Slight,1,1,12/12/2015,7,Saturday,01:18:00,30,4,Dark - Lights Lit,1,1
201501EO40756,-0.102227,51.522455,1,Slight,2,1,12/09/2015,7,Saturday,05:00:00,30,4,Dark - Lights Lit,1,1
201501MM70998,-0.102939,51.491442,1,Slight,2,1,11/04/2015,7,Saturday,22:30:00,30,4,Dark - Lights Lit,1,1
201501EO40118,-0.103698,51.535608,1,Slight,1,1,07/02/2015,7,Saturday,00:54:00,30,4,Dark - Lights Lit,1,1
201501MM70031,-0.103767,51.478417,1,Slight,2,1,10/01/2015,7,Saturday,18:30:00,30,4,Dark - Lights Lit,1,1
201501EK40389,-0.105796,51.519815,1,Slight,2,1,16/05/2015,7,Saturday,03:25:00,30,4,Dark - Lights Lit,1,2
201501LX50056,-0.105952,51.488254,1,Slight,2,1,10/01/2015,7,Saturday,17:15:00,30,4,Dark - Lights Lit,1,1
201501EO40594,-0.106275,51.532592,1,Slight,1,1,25/07/2015,7,Saturday,00:50:00,30,4,Dark - Lights Lit,1,2
201501EO40490,-0.106411,51.532774,1,Slight,2,1,28/03/2015,7,Saturday,00:20:00,30,4,Dark - Lights Lit,1,1
201501CP00289,-0.109491,51.51412,1,Slight,2,1,03/10/2015,7,Saturday,06:02:00,20,4,Dark - Lights Lit,1,1
201501LX51210,-0.109989,51.502078,1,Slight,2,1,31/10/2015,7,Saturday,00:45:00,30,4,Dark - Lights Lit,1,1
201501LX50793,-0.109998,51.484452,1,Slight,1,1,25/07/2015,7,Saturday,22:58:00,30,4,Dark - Lights Lit,2,2
201501LX51407,-0.112899,51.501405,1,Slight,2,1,28/11/2015,7,Saturday,18:22:00,30,4,Dark - Lights Lit,1,1
201501EO40253,-0.116622,51.536896,1,Slight,2,1,04/04/2015,7,Saturday,00:10:00,30,4,Dark - Lights Lit,1,1
201501EO49188,-0.11663,51.536716,1,Slight,1,1,19/09/2015,7,Saturday,23:10:00,30,4,Dark - Lights Lit,4,1
201501LX51362,-0.117636,51.498334,1,Slight,2,1,05/12/2015,7,Saturday,16:40:00,30,4,Dark - Lights Lit,1,1
201501CW11969,-0.117749,51.509576,1,Slight,2,1,26/12/2015,7,Saturday,18:30:00,30,4,Dark - Lights Lit,1,1
201501LX50420,-0.119552,51.500793,1,Slight,2,1,02/05/2015,7,Saturday,21:20:00,30,4,Dark - Lights Lit,1,1
201501LX50805,-0.12217,51.486177,1,Slight,1,1,18/07/2015,7,Saturday,02:35:00,30,4,Dark - Lights Lit,1,1
201501CW10060,-0.12248,51.506685,1,Slight,1,1,24/01/2015,7,Saturday,22:25:00,30,4,Dark - Lights Lit,1,1
201501EK41159,-0.122944,51.530432,1,Slight,1,1,15/08/2015,7,Saturday,02:00:00,30,4,Dark - Lights Lit,1,1
201501CW10797,-0.123783,51.503019,1,Slight,2,1,13/06/2015,7,Saturday,19:34:00,30,4,Dark - Lights Lit,1,1
201501CW10376,-0.123979,51.501763,1,Slight,1,1,04/04/2015,7,Saturday,01:00:00,30,4,Dark - Lights Lit,1,1
201501CW10326,-0.125134,51.494677,1,Slight,2,1,21/03/2015,7,Saturday,23:45:00,30,4,Dark - Lights Lit,1,1
201501EK41063,-0.125852,51.522835,1,Slight,2,1,28/11/2015,7,Saturday,00:36:00,30,4,Dark - Lights Lit,1,2
201501EK40092,-0.125852,51.522835,1,Slight,1,1,07/02/2015,7,Saturday,19:30:00,30,4,Dark - Lights Lit,1,1
201501EK41059,-0.127096,51.5171,1,Slight,2,1,28/11/2015,7,Saturday,21:45:00,30,4,Dark - Lights Lit,1,1
201501CW11149,-0.12749,51.507484,1,Slight,2,1,25/07/2015,7,Saturday,01:51:00,30,4,Dark - Lights Lit,1,1
201501CW11853,-0.127501,51.507215,1,Slight,2,1,05/12/2015,7,Saturday,03:56:00,30,4,Dark - Lights Lit,4,1
201501CW10711,-0.127509,51.507035,1,Slight,2,1,30/05/2015,7,Saturday,01:10:00,30,4,Dark - Lights Lit,1,1
201501EK40983,-0.127662,51.524393,1,Slight,1,1,03/10/2015,7,Saturday,20:30:00,20,4,Dark - Lights Lit,1,1
201501CW11364,-0.128617,51.511639,1,Slight,1,1,12/09/2015,7,Saturday,02:40:00,30,4,Dark - Lights Lit,1,1
201501EK40021,-0.128702,51.516586,1,Slight,1,1,17/01/2015,7,Saturday,03:22:00,40,4,Dark - Lights Lit,1,1
201501CW11699,-0.12893,51.507507,1,Slight,1,1,14/11/2015,7,Saturday,03:25:00,30,4,Dark - Lights Lit,1,1
201501CW11564,-0.129703,51.488635,1,Slight,2,1,17/10/2015,7,Saturday,00:25:00,30,4,Dark - Lights Lit,1,1
201501CW10161,-0.130192,51.501322,1,Slight,2,1,14/02/2015,7,Saturday,22:00:00,30,4,Dark - Lights Lit,1,1
201501CW10055,-0.130966,51.514104,1,Slight,1,1,24/01/2015,7,Saturday,00:21:00,30,4,Dark - Lights Lit,2,2
201501CW10960,-0.13102,51.505742,1,Slight,2,1,04/07/2015,7,Saturday,01:55:00,30,4,Dark - Lights Lit,1,1
201501CW11209,-0.131231,51.507634,1,Slight,2,1,08/08/2015,7,Saturday,02:30:00,30,4,Dark - Lights Lit,1,1
201501CW11218,-0.131254,51.514109,1,Slight,1,1,15/08/2015,7,Saturday,22:40:00,30,4,Dark - Lights Lit,1,1
201501CW10029,-0.131553,51.510337,1,Slight,1,1,17/01/2015,7,Saturday,02:48:00,30,4,Dark - Lights Lit,1,1
201501EK40940,-0.131618,51.522837,1,Slight,1,1,24/10/2015,7,Saturday,02:10:00,20,4,Dark - Lights Lit,1,1
201501CW10569,-0.132306,51.513046,1,Slight,1,1,02/05/2015,7,Saturday,21:53:00,30,4,Dark - Lights Lit,1,1
201501EK40964,-0.133222,51.529427,1,Slight,2,1,24/10/2015,7,Saturday,23:15:00,30,4,Dark - Lights Lit,1,2
201501CW10134,-0.133754,51.51289,1,Slight,2,1,07/02/2015,7,Saturday,06:42:00,30,4,Dark - Lights Lit,1,2
201501CW10751,-0.134592,51.510025,1,Slight,2,1,06/06/2015,7,Saturday,20:14:00,30,4,Dark - Lights Lit,1,1
201501EK41120,-0.134916,51.537368,1,Slight,2,1,12/12/2015,7,Saturday,22:50:00,30,4,Dark - Lights Lit,1,1
201501EK40898,-0.135577,51.53531,1,Slight,3,1,10/10/2015,7,Saturday,20:30:00,20,4,Dark - Lights Lit,1,1
201501CW10160,-0.135593,51.485492,1,Slight,2,1,14/02/2015,7,Saturday,23:29:00,30,4,Dark - Lights Lit,1,1
201501CW11832,-0.136,51.503753,1,Slight,2,1,05/12/2015,7,Saturday,23:25:00,30,4,Dark - Lights Lit,4,2
201501EK41107,-0.136278,51.532264,1,Slight,2,1,12/12/2015,7,Saturday,18:45:00,30,4,Dark - Lights Lit,1,1
201501CW11880,-0.137113,51.518878,1,Slight,2,1,12/12/2015,7,Saturday,22:05:00,30,4,Dark - Lights Lit,1,1
201501WW51050,-0.138306,51.475463,1,Slight,1,1,05/12/2015,7,Saturday,18:07:00,30,4,Dark - Lights Lit,1,1
201501EK40093,-0.138588,51.525106,1,Slight,2,1,07/02/2015,7,Saturday,04:09:00,50,4,Dark - Lights Lit,1,1
201501EK40051,-0.138643,51.534369,1,Slight,1,1,24/01/2015,7,Saturday,02:45:00,30,4,Dark - Lights Lit,2,2
201501CW10381,-0.138723,51.497052,1,Slight,2,1,04/04/2015,7,Saturday,23:15:00,30,4,Dark - Lights Lit,1,1
201501EK40688,-0.139234,51.534019,1,Slight,2,1,08/08/2015,7,Saturday,20:30:00,30,4,Dark - Lights Lit,1,1
201501CW10059,-0.139713,51.508128,1,Slight,2,1,24/01/2015,7,Saturday,18:20:00,30,4,Dark - Lights Lit,1,1
201501WW50733,-0.140223,51.481429,1,Slight,2,1,29/08/2015,7,Saturday,03:25:00,30,4,Dark - Lights Lit,1,1
201501CW11177,-0.141322,51.507524,1,Slight,2,1,08/08/2015,7,Saturday,04:40:00,30,4,Dark - Lights Lit,1,1
201501CW10101,-0.142452,51.515186,1,Slight,1,1,31/01/2015,7,Saturday,01:58:00,30,4,Dark - Lights Lit,1,1
201501EK40923,-0.142476,51.539376,1,Slight,1,1,17/10/2015,7,Saturday,22:35:00,20,4,Dark - Lights Lit,1,1
201501CW11872,-0.143678,51.524018,1,Slight,1,1,05/12/2015,7,Saturday,23:37:00,30,4,Dark - Lights Lit,1,1
201501CW11345,-0.144932,51.496701,1,Slight,2,1,05/09/2015,7,Saturday,04:41:00,30,4,Dark - Lights Lit,1,1
201501EK40163,-0.145001,51.541125,1,Slight,1,1,21/02/2015,7,Saturday,22:10:00,30,4,Dark - Lights Lit,1,1
201501EK40359,-0.145563,51.541493,1,Slight,1,1,09/05/2015,7,Saturday,23:42:00,30,4,Dark - Lights Lit,1,1
201501CW11216,-0.145681,51.495993,1,Slight,1,1,15/08/2015,7,Saturday,21:50:00,30,4,Dark - Lights Lit,1,1
201501EK41075,-0.146946,51.53585,1,Slight,2,1,21/11/2015,7,Saturday,17:15:00,30,4,Dark - Lights Lit,1,1
201501EK40132,-0.147646,51.539907,1,Slight,2,1,21/02/2015,7,Saturday,00:28:00,20,4,Dark - Lights Lit,1,1
201501CW11784,-0.147752,51.523093,1,Slight,1,1,28/11/2015,7,Saturday,19:00:00,30,4,Dark - Lights Lit,5,2
201501CW11021,-0.147766,51.494317,1,Slight,1,1,04/07/2015,7,Saturday,04:47:00,30,4,Dark - Lights Lit,1,1
201501CW11373,-0.14889,51.516367,1,Slight,2,1,05/09/2015,7,Saturday,19:50:00,30,4,Dark - Lights Lit,1,1
201501WW50146,-0.149643,51.483556,1,Slight,2,1,31/01/2015,7,Saturday,20:00:00,30,4,Dark - Lights Lit,1,1
201501CW11088,-0.149675,51.500552,1,Slight,3,1,25/07/2015,7,Saturday,22:55:00,30,4,Dark - Lights Lit,1,1
201501BS70590,-0.150271,51.485814,1,Slight,2,1,03/10/2015,7,Saturday,19:10:00,30,4,Dark - Lights Lit,1,1
201501CW11179,-0.151359,51.501658,1,Slight,1,1,01/08/2015,7,Saturday,00:22:00,30,4,Dark - Lights Lit,1,1
201501CW10164,-0.152084,51.515788,1,Slight,2,1,14/02/2015,7,Saturday,19:57:00,30,4,Dark - Lights Lit,1,2
201501CW11995,-0.152589,51.513997,1,Slight,1,1,26/12/2015,7,Saturday,18:00:00,30,4,Dark - Lights Lit,1,1
